Название;Артист;Продолжительность(мс);Наличие мата;Дата релиза;Жанр;Количество треков у артиста;Количество лайков артиста;Количество лайков альбома;ID трека;ID артиста;Язык
Deviance;Slayer;188940;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138454;45653;en
Cast Down;Slayer;206570;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138455;45653;en
Here Comes The Pain;Slayer;272140;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138456;45653;en
God Send Death;Slayer;225940;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138457;45653;en
Exile;Slayer;235430;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138458;45653;en
War Zone;Slayer;165350;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5024;138459;45653;en
New Faith;Slayer;185790;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138460;45653;en
Mind Control;Slayer;183990;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;1977;138461;45653;en
Divine Intervention;Slayer;332450;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138462;45653;en
Fictional Reality;Slayer;217790;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;1977;138463;45653;en
Killing Fields;Slayer;237620;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;1977;138464;45653;en
213;Slayer;291820;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138465;45653;en
Circle of Beliefs;Slayer;269930;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;1977;138466;45653;en
SS-3;Slayer;246530;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;1977;138467;45653;en
Sex. Murder. Art;Slayer;110860;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138468;45653;en
Serenity In Murder;Slayer;156050;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138469;45653;en
Dittohead;Slayer;150540;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138470;45653;en
Gemini;Slayer;291140;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138471;45653;en
Ddamm;Slayer;61630;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138472;45653;en
Verbal Abuse/Leeches;Slayer;117860;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138473;45653;en
Violent Pacification;Slayer;158130;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138474;45653;en
Abolish Government/Superficial Love;Slayer;107500;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138475;45653;en
Guilty Of Being White;Slayer;66930;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138476;45653;en
Richard Hung Himself;Slayer;201860;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138477;45653;en
Spiritual Law;Slayer;180030;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138478;45653;en
I'm Gonna Be Your God;Slayer;178490;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138479;45653;en
Disintergration/Free Money;Slayer;100950;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138480;45653;en
I Hate You;Slayer;136390;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138481;45653;en
Mr. Freeze;Slayer;143860;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138482;45653;en
Filler/I Don't Want To Hear It;Slayer;148390;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;2474;138483;45653;en
Can't Stand You;Slayer;87170;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138484;45653;en
Aggressive Perfector;Slayer;149220;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138485;45653;en
Jesus Saves;Slayer;174160;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138486;45653;en
Altar Of Sacrifice;Slayer;170460;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138487;45653;en
Raining Blood;Slayer;255180;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138488;45653;en
Angel Of Death;Slayer;290730;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138489;45653;en
Postmortem;Slayer;207460;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138490;45653;en
Reborn;Slayer;131530;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138491;45653;en
Necrophobic;Slayer;100500;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138492;45653;en
Piece By Piece;Slayer;122560;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138493;45653;en
Criminally Insane;Slayer;197860;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138494;45653;en
Epidemic;Slayer;143040;False;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138495;45653;en
Criminally Insane;Slayer;143000;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;9174;138496;45653;en
Read Between The Lies;Slayer;200250;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5203;138498;45653;en
Behind The Crooked Cross;Slayer;194740;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5203;138499;45653;en
Spill The Blood;Slayer;289040;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138500;45653;en
Silent Scream;Slayer;185070;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138501;45653;en
South of Heaven;Slayer;285360;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138502;45653;en
Cleanse The Soul;Slayer;182040;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5203;138503;45653;en
Mandatory Suicide;Slayer;244680;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138504;45653;en
Live Undead;Slayer;230400;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138505;45653;en
Ghosts of War;Slayer;233480;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5203;138506;45653;en
Dissident Aggressor;Slayer;155240;True;2013-04-16T00:00:00+04:00;thrashmetal;152;115740;5203;138507;45653;en
Necrophiliac;Slayer;300070;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138508;45653;en
Sex. Murder. Art.;Slayer;143310;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138509;45653;en
Memories Of Tomorrow;Slayer;53230;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138510;45653;en
Jeff Hanneman's Home Recordings 1 - Early version of Raining Blood;Slayer;120060;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138511;45653;en
No Remorse;Slayer;255910;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138512;45653;en
In-A-Gadda-Da-Vida;Slayer;196860;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138513;45653;en
Bloodline;Slayer;242630;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138514;45653;en
The Anti-Christ;Slayer;191970;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138515;45653;en
Hell Awaits;Slayer;409950;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138517;45653;en
Mandatory Suicide;Slayer;238950;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138518;45653;en
Fight Til Death;Slayer;210350;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138519;45653;en
Unguarded Instinct;Slayer;224100;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138520;45653;en
Raining Blood;Slayer;189630;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138521;45653;en
Human Disease;Slayer;260300;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138522;45653;en
Seasons In The Abyss;Slayer;404380;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138523;45653;en
Angel Of Death;Slayer;298700;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138524;45653;en
Payback;Slayer;401730;True;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138526;45653;en
Dittohead;Slayer;183110;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138527;45653;en
Wicked;Slayer;363620;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138528;45653;en
Addict;Slayer;221230;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138529;45653;en
Piece By Piece;Slayer;133580;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138530;45653;en
Jeff Hanneman's Home Recordings 2 - Early version of South Of Heaven;Slayer;209940;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138531;45653;en
The Anti-Christ;Slayer;173580;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138532;45653;en
Scarstruck;Slayer;212750;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138533;45653;en
Mind Control;Slayer;184930;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138534;45653;en
Chemical Warfare;Slayer;326020;False;2013-11-12T00:00:00+04:00;thrashmetal;152;115740;3432;138535;45653;en
Raining Blood;Slayer;151990;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138536;45653;en
South Of Heaven;Slayer;265260;True;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138537;45653;en
Hallowed Point;Slayer;217540;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138538;45653;en
Captor Of Sin;Slayer;214150;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138539;45653;en
Altar Of Sacrifice;Slayer;168130;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138540;45653;en
War Ensemble;Slayer;358950;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138541;45653;en
Mandatory Suicide;Slayer;276430;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138542;45653;en
Born Of Fire;Slayer;183720;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138543;45653;en
Die By The Sword;Slayer;219670;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138544;45653;en
Blood Red;Slayer;169650;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138545;45653;en
Spirit In Black;Slayer;247010;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138546;45653;en
Postmortem;Slayer;244610;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138547;45653;en
Jesus Saves;Slayer;174630;True;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138548;45653;en
Expendable Youth;Slayer;276110;True;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138549;45653;en
Seasons In The Abyss;Slayer;385860;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138550;45653;en
Angel Of Death;Slayer;320820;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138551;45653;en
Dead Skin Mask;Slayer;375820;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138552;45653;en
Black Magic;Slayer;205390;False;2013-08-27T00:00:00+04:00;thrashmetal;152;115740;546;138553;45653;en
Mick Jagar Ni Hohoemi Wo;Akina Nakamori;280900;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138554;50953;ja
Eki;Akina Nakamori;300590;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138555;50953;ja
Jealous Candle;Akina Nakamori;232970;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138556;50953;ja
Ekizotyca;Akina Nakamori;289460;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138557;50953;ja
Aka No Enamel;Akina Nakamori;263180;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138558;50953;ja
Pink Champagne;Akina Nakamori;243960;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138559;50953;ja
Mosaic No Shiro;Akina Nakamori;238570;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138560;50953;ja
Yakusoku;Akina Nakamori;245080;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138561;50953;ja
Mind Game;Akina Nakamori;299620;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138562;50953;ja
Oh No, Oh Yes!;Akina Nakamori;287530;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138563;50953;en
Modern Woman;Akina Nakamori;252530;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138564;50953;ja
Slave for Love;Akina Nakamori;234640;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138565;50953;en
Cross My Palm;Akina Nakamori;222010;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138566;50953;en
Soft Touch;Akina Nakamori;214020;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138567;50953;en
House of Love;Akina Nakamori;291000;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138568;50953;ja
No More;Akina Nakamori;195410;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138569;50953;ja
My Position;Akina Nakamori;217050;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138572;50953;en
Political Moves;Akina Nakamori;267760;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138574;50953;en
Easy Rider;Akina Nakamori;253440;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138575;50953;en
Yume No Fuchi;Akina Nakamori;296650;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138576;50953;ja
Crystal Heaven;Akina Nakamori;286690;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138577;50953;ja
Mada Jubun Ja Nai;Akina Nakamori;259800;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138578;50953;ja
Fire Starter;Akina Nakamori;250820;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138579;50953;en
Shojo Densetsu;Akina Nakamori;262240;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138580;50953;ja
Nightmare Akumu;Akina Nakamori;263390;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138581;50953;ja
Farewell;Akina Nakamori;265660;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138582;50953;ja
Foggy Relation;Akina Nakamori;273630;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138583;50953;en
I Wanna Chance;Akina Nakamori;273000;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138584;50953;ja
Poison Lips;Akina Nakamori;241050;False;2006-06-21T00:00:00+04:00;japanesepop;374;269;48;138585;50953;ja
Ten To Butter Blood Voodoo;John Frusciante;120890;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138587;48692;en
Untitled #12;John Frusciante;327520;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138589;48692;en
Been Insane;John Frusciante;102340;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138590;48692;en
My Smile Is A Rifle;John Frusciante;229650;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138592;48692;en
As Can Be;John Frusciante;176900;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138593;48692;en
Untitled #11;John Frusciante;111770;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138595;48692;en
Curtains;John Frusciante;148620;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138597;48692;en
Untitled #3;John Frusciante;109150;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138598;48692;en
Head;John Frusciante;125090;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138600;48692;en
Untitled #9;John Frusciante;426460;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138603;48692;en
Untitled #5;John Frusciante;89940;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138605;48692;en
Your Pussy's Glued To A Building On Fire;John Frusciante;197020;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138606;48692;en
Running Away Into You;John Frusciante;134090;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138607;48692;en
Mascara;John Frusciante;219830;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138608;48692;en
Big Takeover;John Frusciante;198710;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138609;48692;en
Blood On My Neck From Success;John Frusciante;188790;False;2013-04-16T00:00:00+04:00;indie;145;11800;1086;138610;48692;en
Sister Cry;The Jayhawks;248420;False;1992-09-28T00:00:00+03:00;rock;208;88;9;138611;51379;en
Take Me With You;The Jayhawks;290460;False;1992-09-28T00:00:00+03:00;rock;208;88;9;138612;51379;en
Clouds;The Jayhawks;291240;False;2013-04-16T00:00:00+04:00;rock;208;88;17;138613;51379;en
Two Angels;The Jayhawks;243800;False;2013-04-16T00:00:00+04:00;rock;208;88;17;138614;51379;en
Crowded In The Wings;The Jayhawks;296950;False;1992-09-28T00:00:00+03:00;rock;208;88;9;138615;51379;en
Wichita;The Jayhawks;326220;False;1992-09-28T00:00:00+03:00;rock;208;88;9;138616;51379;en
Settled Down Like Rain;The Jayhawks;180430;False;2013-04-16T00:00:00+04:00;rock;208;88;17;138617;51379;en
Waiting For The Sun;The Jayhawks;260570;False;2013-04-16T00:00:00+04:00;rock;208;88;17;138618;51379;en
Martin's Song;The Jayhawks;179850;False;2013-04-16T00:00:00+04:00;rock;208;88;17;138619;51379;en
Nevada, California;The Jayhawks;244900;False;1992-09-28T00:00:00+03:00;rock;208;88;9;138620;51379;en
Ann Jane;The Jayhawks;240270;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138621;51379;en
See Him On The Street;The Jayhawks;189680;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138622;51379;en
I'd Run Away;The Jayhawks;214270;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138623;51379;en
Ten Little Kids;The Jayhawks;275820;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138624;51379;en
Two Hearts;The Jayhawks;202210;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138625;51379;en
Blue;The Jayhawks;189930;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138626;51379;en
Nothing Left To Borrow;The Jayhawks;203960;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138627;51379;en
Miss Williams' Guitar;The Jayhawks;186880;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138628;51379;en
Real Light;The Jayhawks;205900;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138629;51379;en
Bad Time;The Jayhawks;208720;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138630;51379;en
Over My Shoulder;The Jayhawks;220550;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138631;51379;en
Pray For Me;The Jayhawks;219320;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138632;51379;en
Red's Song;The Jayhawks;238240;False;2011-01-18T00:00:00+03:00;rock;208;88;15;138633;51379;en
Sound Of Lies;The Jayhawks;237920;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138634;51379;en
Bottomless Cup;The Jayhawks;254460;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138635;51379;en
Big Star;The Jayhawks;266240;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138636;51379;en
The Man Who Loved Life;The Jayhawks;300300;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138637;51379;en
Sixteen Down;The Jayhawks;323130;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138638;51379;en
Haywire;The Jayhawks;321100;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138639;51379;en
Poor Little Fish;The Jayhawks;235660;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138640;51379;en
Stick In The Mud;The Jayhawks;214130;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138641;51379;en
It's Up To You;The Jayhawks;218260;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138642;51379;en
Trouble;The Jayhawks;290090;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138643;51379;en
Think About It;The Jayhawks;337320;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138644;51379;en
Dying On The Vine;The Jayhawks;352290;False;1997-04-22T00:00:00+04:00;rock;208;88;3;138645;51379;en
(In My) Wildest Dreams;The Jayhawks;270650;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138646;51379;en
Pretty Thing;The Jayhawks;259030;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138647;51379;en
Somewhere In Ohio;The Jayhawks;219700;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138648;51379;en
Queen Of The World;The Jayhawks;155330;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138649;51379;en
Life Floats By;The Jayhawks;282550;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138650;51379;en
Broken Harpoon;The Jayhawks;211260;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138651;51379;en
Better Days;The Jayhawks;276150;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138652;51379;en
I'm Gonna Make You Love Me;The Jayhawks;220620;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138653;51379;en
What Led Me To This Town;The Jayhawks;249790;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138654;51379;en
Smile;The Jayhawks;230410;False;2012-12-04T00:00:00+04:00;rock;208;88;10;138655;51379;en
A Break In The Clouds;The Jayhawks;239750;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138656;51379;en
Mr. Wilson;The Jayhawks;266730;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138657;51379;en
Baby, Baby, Baby;The Jayhawks;321330;False;2000-05-09T00:00:00+04:00;rock;208;88;1;138658;51379;en
Nonfiction;The Black Crowes;257010;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138659;51388;en
Gone;The Black Crowes;308930;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138660;51388;en
Cursed Diamond;The Black Crowes;355820;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138661;51388;en
Downtown Money Waster;The Black Crowes;220320;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138662;51388;en
Ballad In Urgency;The Black Crowes;339920;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138663;51388;en
A Conspiracy;The Black Crowes;284900;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;165;138664;51388;en
P. 25 London;The Black Crowes;218420;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138665;51388;en
She Gave Good Sunflower;The Black Crowes;348290;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138666;51388;en
Descending;The Black Crowes;340460;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138667;51388;en
Wiser Time;The Black Crowes;332980;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;165;138668;51388;en
High Head Blues;The Black Crowes;243800;False;2013-04-16T00:00:00+04:00;hardrock;188;1113;70;138669;51388;en
Stare It Cold;The Black Crowes;313970;False;1990-02-13T00:00:00+03:00;hardrock;188;1113;109;138670;51388;en
Thick N' Thin;The Black Crowes;162820;False;1990-02-13T00:00:00+03:00;hardrock;188;1113;109;138671;51388;en
